"","feature1","feature2","feature3","feature4"
"1144",5,2,2,-2
"1145",1,-3,2,-2
"1146",0,0,7,3
"1147",1,-3,2,-2
"1148",5,2,1,-3
"1149",5,2,4,0
"1150",1,-3,1,-3
"1151",1,-3,1,-3
"1152",1,-3,2,-2
"1153",0,0,4,0
"1154",1,-3,1,-3
"1155",5,2,1,-3
"1156",5,2,4,0
"1157",0,0,1,-3
"1158",6,6,4,0
"1159",3,-1,3,-1
"1160",0,0,3,-1
"1161",1,-3,4,0
"1162",2,-2,3,-1
"1163",2,-2,4,0
"1164",3,-1,4,0
"1165",2,-2,1,-3
"1166",2,-2,4,0
"1167",1,-3,7,3
"1168",3,-1,6,2
"1169",3,-1,7,3
"1170",2,-2,7,3
"1171",3,-1,1,-3
"1172",5,2,5,1
"1173",6,6,4,0
"1174",1,-3,2,-2
"1175",3,-1,4,0
"1176",0,0,1,-3
"1177",3,-1,2,-2
"1178",5,2,2,-2
"1179",1,-3,5,1
"1180",2,-2,3,-1
"1181",5,2,7,3
"1182",3,-1,2,-2
"1183",2,-2,2,-2
"1184",2,-2,3,-1
"1185",5,2,2,-2
"1186",0,0,7,3
"1187",0,0,1,-3
"1188",5,2,4,0
"1189",1,-3,2,-2
"1190",4,1,1,-3
"1191",1,-3,4,0
"1192",2,-2,2,-2
"1193",0,0,1,-3
"1194",3,-1,2,-2
"1195",1,-3,5,1
"1196",5,2,1,-3
"1197",2,-2,2,-2
"1198",3,-1,2,-2
"1199",1,-3,2,-2
"1200",0,0,2,-2
"1201",0,0,4,0
"1202",6,6,4,0
"1203",3,-1,4,0
"1204",2,-2,1,-3
"1205",4,1,4,0
"1206",1,-3,1,-3
"1207",6,6,5,1
"1208",3,-1,1,-3
"1209",2,-2,7,3
"1210",0,0,2,-2
"1211",1,-3,1,-3
"1212",5,2,2,-2
"1213",1,-3,4,0
"1214",3,-1,4,0
"1215",3,-1,1,-3
"1216",3,-1,1,-3
"1217",1,-3,2,-2
"1218",0,0,7,3
"1219",5,2,2,-2
"1220",1,-3,2,-2
"1221",1,-3,1,-3
"1222",5,2,1,-3
"1223",5,2,6,2
"1224",5,2,7,3
"1225",6,6,4,0
"1226",5,2,3,-1
"1227",3,-1,6,2
"1228",5,2,7,3
"1229",2,-2,6,2
"1230",3,-1,4,0
"1231",3,-1,4,0
"1232",5,2,5,1
"1233",4,1,7,3
"1234",0,0,1,-3
"1235",2,-2,3,-1
"1236",2,-2,4,0
"1237",0,0,5,1
"1238",2,-2,3,-1
"1239",2,-2,3,-1
"1240",0,0,3,-1
"1241",3,-1,4,0
"1242",1,-3,5,1
"1243",4,1,2,-2
"1244",5,2,3,-1
"1245",5,2,6,2
"1246",6,6,2,-2
"1247",2,-2,3,-1
"1248",0,0,5,1
"1249",2,-2,1,-3
"1250",4,1,7,3
"1251",1,-3,1,-3
"1252",5,2,1,-3
"1253",3,-1,3,-1
"1254",2,-2,4,0
"1255",1,-3,4,0
"1256",1,-3,6,2
"1257",3,-1,7,3
"1258",0,0,1,-3
"1259",1,-3,7,3
"1260",3,-1,4,0
"1261",5,2,4,0
"1262",1,-3,1,-3
"1263",0,0,5,1
"1264",0,0,4,0
"1265",2,-2,1,-3
"1266",1,-3,7,3
"1267",0,0,4,0
"1268",0,0,7,3
"1269",3,-1,2,-2
"1270",3,-1,1,-3
"1271",1,-3,5,1
"1272",2,-2,7,3
"1273",2,-2,4,0
"1274",2,-2,7,3
"1275",0,0,3,-1
"1276",3,-1,4,0
"1277",1,-3,5,1
"1278",3,-1,1,-3
"1279",6,6,3,-1
"1280",1,-3,5,1
"1281",3,-1,2,-2
"1282",4,1,4,0
"1283",1,-3,4,0
"1284",1,-3,2,-2
"1285",3,-1,4,0
"1286",0,0,6,2
"1287",4,1,3,-1
"1288",2,-2,4,0
"1289",1,-3,7,3
"1290",1,-3,2,-2
"1291",0,0,2,-2
"1292",0,0,2,-2
"1293",5,2,1,-3
"1294",2,-2,6,2
"1295",3,-1,1,-3
"1296",6,6,7,3
"1297",5,2,4,0
"1298",5,2,1,-3
"1299",3,-1,7,3
"1300",3,-1,1,-3
"1301",5,2,6,2
"1302",1,-3,3,-1
"1303",1,-3,7,3
"1304",2,-2,2,-2
"1305",1,-3,2,-2
"1306",2,-2,7,3
"1307",6,6,2,-2
"1308",5,2,4,0
"1309",3,-1,2,-2
"1310",1,-3,1,-3
"1311",5,2,2,-2
"1312",3,-1,2,-2
"1313",5,2,2,-2
"1314",3,-1,2,-2
"1315",5,2,7,3
"1316",3,-1,6,2
"1317",0,0,6,2
"1318",3,-1,7,3
"1319",1,-3,7,3
"1320",2,-2,7,3
"1321",3,-1,7,3
"1322",3,-1,5,1
"1323",2,-2,7,3
"1324",4,1,7,3
"1325",6,6,7,3
"1326",4,1,4,0
"1327",3,-1,1,-3
"1328",0,0,3,-1
"1329",1,-3,1,-3
"1330",2,-2,7,3
"1331",6,6,1,-3
"1332",6,6,3,-1
"1333",0,0,6,2
"1334",4,1,7,3
"1335",2,-2,3,-1
"1336",3,-1,7,3
"1337",1,-3,1,-3
"1338",3,-1,1,-3
"1339",5,2,7,3
"1340",5,2,4,0
"1341",4,1,5,1
"1342",2,-2,2,-2
"1343",3,-1,7,3
"1344",1,-3,3,-1
"1345",4,1,4,0
"1346",2,-2,3,-1
"1347",0,0,4,0
"1348",1,-3,3,-1
"1349",1,-3,7,3
"1350",0,0,2,-2
"1351",2,-2,4,0
"1352",3,-1,1,-3
"1353",6,6,2,-2
"1354",3,-1,7,3
"1355",3,-1,3,-1
"1356",3,-1,2,-2
"1357",2,-2,1,-3
"1358",3,-1,1,-3
"1359",3,-1,2,-2
"1360",3,-1,7,3
"1361",0,0,4,0
"1362",5,2,1,-3
"1363",1,-3,7,3
"1364",5,2,2,-2
"1365",2,-2,1,-3
"1366",3,-1,1,-3
"1367",4,1,1,-3
"1368",3,-1,4,0
"1369",6,6,4,0
"1370",3,-1,7,3
"1371",1,-3,6,2
"1372",5,2,3,-1
"1373",5,2,4,0
"1374",2,-2,1,-3
"1375",5,2,3,-1
"1376",1,-3,2,-2
"1377",0,0,3,-1
"1378",2,-2,1,-3
"1379",2,-2,3,-1
"1380",2,-2,5,1
"1381",3,-1,3,-1
"1382",3,-1,6,2
"1383",3,-1,3,-1
"1384",1,-3,4,0
"1385",1,-3,3,-1
"1386",4,1,3,-1
"1387",3,-1,2,-2
"1388",0,0,1,-3
"1389",3,-1,2,-2
"1390",1,-3,1,-3
"1391",3,-1,7,3
"1392",3,-1,3,-1
"1393",3,-1,2,-2
"1394",4,1,4,0
"1395",1,-3,4,0
"1396",2,-2,2,-2
"1397",6,6,7,3
"1398",6,6,7,3
"1399",1,-3,4,0
"1400",3,-1,4,0
"1401",4,1,7,3
"1402",1,-3,7,3
"1403",2,-2,1,-3
"1404",3,-1,4,0
"1405",2,-2,7,3
"1406",4,1,3,-1
"1407",5,2,1,-3
"1408",1,-3,5,1
"1409",0,0,3,-1
"1410",0,0,2,-2
"1411",1,-3,1,-3
"1412",5,2,4,0
"1413",0,0,2,-2
"1414",2,-2,4,0
"1415",2,-2,3,-1
"1416",2,-2,1,-3
"1417",3,-1,3,-1
"1418",0,0,4,0
"1419",3,-1,7,3
"1420",0,0,7,3
"1421",3,-1,2,-2
"1422",3,-1,1,-3
"1423",3,-1,3,-1
"1424",3,-1,6,2
"1425",6,6,2,-2
"1426",3,-1,2,-2
"1427",2,-2,6,2
"1428",5,2,2,-2
"1429",3,-1,4,0
"1430",5,2,2,-2
"1431",1,-3,7,3
"1432",3,-1,1,-3
"1433",1,-3,2,-2
"1434",5,2,5,1
"1435",2,-2,6,2
"1436",2,-2,2,-2
"1437",5,2,1,-3
"1438",0,0,3,-1
"1439",1,-3,1,-3
"1440",3,-1,2,-2
"1441",0,0,4,0
"1442",1,-3,4,0
"1443",3,-1,2,-2
"1444",5,2,3,-1
"1445",2,-2,7,3
"1446",4,1,7,3
"1447",3,-1,6,2
"1448",1,-3,4,0
"1449",1,-3,7,3
"1450",6,6,2,-2
"1451",4,1,3,-1
"1452",2,-2,2,-2
"1453",0,0,1,-3
"1454",1,-3,5,1
"1455",0,0,5,1
"1456",2,-2,6,2
"1457",2,-2,3,-1
"1458",5,2,4,0
"1459",6,6,2,-2
"1460",6,6,1,-3
"1461",2,-2,4,0
"1462",0,0,1,-3
"1463",5,2,5,1
"1464",3,-1,4,0
"1465",5,2,2,-2
"1466",5,2,1,-3
"1467",2,-2,2,-2
"1468",1,-3,7,3
"1469",0,0,7,3
"1470",3,-1,6,2
"1471",2,-2,4,0
"1472",2,-2,2,-2
"1473",5,2,3,-1
"1474",2,-2,3,-1
"1475",0,0,4,0
"1476",0,0,4,0
"1477",3,-1,7,3
"1478",5,2,1,-3
"1479",4,1,4,0
"1480",5,2,1,-3
"1481",3,-1,1,-3
"1482",1,-3,4,0
"1483",1,-3,2,-2
"1484",3,-1,6,2
"1485",1,-3,6,2
"1486",6,6,7,3
"1487",2,-2,6,2
"1488",3,-1,7,3
"1489",5,2,4,0
"1490",0,0,7,3
"1491",5,2,3,-1
"1492",4,1,4,0
"1493",3,-1,2,-2
"1494",0,0,3,-1
"1495",1,-3,2,-2
"1496",2,-2,7,3
"1497",5,2,1,-3
"1498",1,-3,2,-2
"1499",1,-3,2,-2
"1500",2,-2,6,2
"1501",6,6,6,2
"1502",2,-2,7,3
"1503",4,1,2,-2
"1504",0,0,7,3
"1505",3,-1,2,-2
"1506",3,-1,1,-3
"1507",2,-2,3,-1
"1508",3,-1,5,1
"1509",2,-2,2,-2
"1510",0,0,3,-1
"1511",5,2,3,-1
"1512",1,-3,2,-2
"1513",4,1,1,-3
"1514",3,-1,5,1
"1515",2,-2,6,2
"1516",2,-2,3,-1
"1517",0,0,6,2
"1518",0,0,1,-3
"1519",2,-2,2,-2
"1520",5,2,2,-2
"1521",3,-1,3,-1
"1522",0,0,7,3
"1523",6,6,6,2
"1524",6,6,3,-1
"1525",0,0,3,-1
"1526",3,-1,3,-1
"1527",2,-2,6,2
"1528",5,2,6,2
"1529",2,-2,2,-2
"1530",1,-3,1,-3
"1531",5,2,4,0
"1532",0,0,1,-3
"1533",2,-2,4,0
"1534",5,2,4,0
"1535",5,2,7,3
"1536",1,-3,5,1
"1537",2,-2,5,1
"1538",3,-1,2,-2
"1539",1,-3,4,0
"1540",5,2,1,-3
"1541",4,1,4,0
"1542",1,-3,6,2
"1543",2,-2,7,3
"1544",2,-2,2,-2
"1545",0,0,7,3
"1546",2,-2,3,-1
"1547",1,-3,7,3
"1548",6,6,4,0
"1549",0,0,3,-1
"1550",2,-2,7,3
"1551",1,-3,5,1
"1552",2,-2,1,-3
"1553",3,-1,4,0
"1554",4,1,3,-1
"1555",1,-3,7,3
"1556",5,2,3,-1
"1557",5,2,7,3
"1558",1,-3,4,0
"1559",3,-1,3,-1
"1560",1,-3,4,0
"1561",2,-2,7,3
"1562",5,2,3,-1
"1563",1,-3,1,-3
"1564",6,6,1,-3
"1565",1,-3,2,-2
"1566",5,2,1,-3
"1567",1,-3,4,0
"1568",5,2,7,3
"1569",3,-1,2,-2
"1570",5,2,3,-1
"1571",3,-1,5,1
"1572",3,-1,7,3
"1573",3,-1,4,0
"1574",2,-2,7,3
"1575",5,2,7,3
"1576",6,6,7,3
"1577",2,-2,4,0
"1578",3,-1,1,-3
"1579",3,-1,1,-3
"1580",0,0,6,2
"1581",1,-3,2,-2
"1582",3,-1,7,3
"1583",1,-3,1,-3
"1584",2,-2,1,-3
"1585",5,2,3,-1
"1586",2,-2,1,-3
"1587",2,-2,3,-1
"1588",6,6,2,-2
"1589",5,2,3,-1
"1590",6,6,1,-3
"1591",3,-1,2,-2
"1592",5,2,5,1
"1593",0,0,2,-2
"1594",1,-3,7,3
"1595",3,-1,1,-3
"1596",4,1,6,2
"1597",1,-3,4,0
"1598",0,0,1,-3
"1599",2,-2,1,-3
"1600",2,-2,7,3
"1601",3,-1,2,-2
"1602",0,0,7,3
"1603",0,0,5,1
"1604",5,2,7,3
"1605",3,-1,3,-1
"1606",2,-2,2,-2
"1607",3,-1,2,-2
"1608",5,2,2,-2
"1609",3,-1,3,-1
"1610",2,-2,4,0
"1611",2,-2,7,3
"1612",1,-3,2,-2
"1613",3,-1,7,3
"1614",2,-2,4,0
"1615",5,2,4,0
"1616",1,-3,1,-3
"1617",5,2,4,0
"1618",2,-2,2,-2
"1619",1,-3,5,1
"1620",2,-2,3,-1
"1621",1,-3,4,0
"1622",3,-1,2,-2
"1623",2,-2,5,1
"1624",1,-3,3,-1
"1625",0,0,4,0
"1626",6,6,7,3
"1627",2,-2,1,-3
"1628",3,-1,7,3
"1629",2,-2,2,-2
"1630",1,-3,1,-3
"1631",5,2,1,-3
"1632",3,-1,2,-2
"1633",5,2,4,0
"1634",1,-3,3,-1
"1635",2,-2,4,0
"1636",3,-1,4,0
"1637",5,2,1,-3
"1638",3,-1,7,3
"1639",1,-3,5,1
"1640",1,-3,2,-2
"1641",4,1,1,-3
"1642",1,-3,1,-3
"1643",3,-1,2,-2
"1644",1,-3,2,-2
"1645",2,-2,4,0
"1646",5,2,7,3
"1647",0,0,7,3
"1648",3,-1,2,-2
"1649",1,-3,5,1
"1650",4,1,7,3
"1651",6,6,2,-2
"1652",1,-3,4,0
"1653",5,2,7,3
"1654",1,-3,2,-2
"1655",1,-3,1,-3
"1656",3,-1,1,-3
"1657",0,0,6,2
"1658",4,1,1,-3
"1659",5,2,6,2
"1660",0,0,1,-3
"1661",3,-1,3,-1
"1662",2,-2,1,-3
"1663",2,-2,4,0
"1664",2,-2,6,2
"1665",6,6,4,0
"1666",5,2,6,2
"1667",2,-2,5,1
"1668",2,-2,4,0
"1669",3,-1,4,0
"1670",1,-3,5,1
"1671",1,-3,3,-1
"1672",2,-2,7,3
"1673",2,-2,7,3
"1674",1,-3,1,-3
"1675",2,-2,7,3
"1676",3,-1,3,-1
"1677",5,2,4,0
"1678",5,2,6,2
"1679",1,-3,1,-3
"1680",3,-1,1,-3
"1681",3,-1,5,1
"1682",2,-2,5,1
"1683",5,2,7,3
"1684",0,0,3,-1
"1685",1,-3,7,3
"1686",0,0,1,-3
"1687",5,2,3,-1
"1688",4,1,5,1
"1689",2,-2,4,0
"1690",5,2,3,-1
"1691",5,2,7,3
"1692",4,1,5,1
"1693",5,2,2,-2
"1694",1,-3,1,-3
"1695",0,0,2,-2
"1696",5,2,2,-2
"1697",3,-1,5,1
"1698",5,2,4,0
"1699",5,2,1,-3
"1700",2,-2,2,-2
"1701",0,0,5,1
"1702",3,-1,2,-2
"1703",3,-1,1,-3
"1704",2,-2,7,3
"1705",1,-3,7,3
"1706",2,-2,3,-1
"1707",3,-1,1,-3
"1708",0,0,3,-1
"1709",3,-1,7,3
"1710",3,-1,7,3
"1711",1,-3,3,-1
"1712",5,2,3,-1
"1713",3,-1,2,-2
"1714",4,1,1,-3
"1715",3,-1,2,-2
"1716",5,2,2,-2
"1717",1,-3,6,2
"1718",2,-2,6,2
"1719",3,-1,6,2
"1720",5,2,3,-1
"1721",2,-2,7,3
"1722",1,-3,7,3
"1723",0,0,4,0
"1724",1,-3,2,-2
"1725",2,-2,3,-1
"1726",3,-1,1,-3
"1727",6,6,7,3
"1728",1,-3,1,-3
"1729",5,2,3,-1
"1730",2,-2,2,-2
"1731",1,-3,2,-2
"1732",2,-2,4,0
"1733",2,-2,3,-1
"1734",1,-3,1,-3
"1735",6,6,1,-3
"1736",1,-3,5,1
"1737",2,-2,2,-2
"1738",3,-1,1,-3
"1739",0,0,4,0
"1740",2,-2,7,3
"1741",1,-3,6,2
"1742",0,0,1,-3
"1743",1,-3,1,-3
"1744",0,0,2,-2
"1745",0,0,7,3
"1746",0,0,4,0
"1747",4,1,2,-2
"1748",0,0,4,0
"1749",0,0,7,3
"1750",3,-1,1,-3
"1751",0,0,4,0
"1752",2,-2,1,-3
"1753",3,-1,6,2
"1754",0,0,4,0
"1755",2,-2,6,2
"1756",2,-2,1,-3
"1757",6,6,3,-1
"1758",5,2,4,0
"1759",2,-2,1,-3
"1760",3,-1,5,1
"1761",1,-3,4,0
"1762",1,-3,4,0
"1763",2,-2,6,2
"1764",0,0,2,-2
"1765",5,2,2,-2
"1766",1,-3,2,-2
"1767",2,-2,6,2
"1768",0,0,3,-1
"1769",3,-1,7,3
"1770",1,-3,4,0
"1771",2,-2,1,-3
"1772",5,2,4,0
"1773",3,-1,4,0
"1774",4,1,1,-3
"1775",0,0,3,-1
"1776",3,-1,2,-2
"1777",2,-2,5,1
"1778",1,-3,3,-1
"1779",1,-3,2,-2
"1780",0,0,6,2
"1781",3,-1,5,1
"1782",0,0,4,0
"1783",1,-3,2,-2
"1784",1,-3,4,0
"1785",5,2,2,-2
"1786",0,0,1,-3
"1787",3,-1,1,-3
"1788",1,-3,2,-2
"1789",1,-3,1,-3
"1790",6,6,3,-1
"1791",2,-2,2,-2
"1792",5,2,3,-1
"1793",1,-3,4,0
"1794",5,2,2,-2
"1795",3,-1,5,1
"1796",2,-2,6,2
"1797",0,0,1,-3
"1798",1,-3,1,-3
"1799",1,-3,4,0
"1800",2,-2,5,1
"1801",2,-2,7,3
"1802",1,-3,1,-3
"1803",1,-3,6,2
"1804",1,-3,1,-3
"1805",2,-2,2,-2
"1806",6,6,1,-3
"1807",1,-3,1,-3
"1808",0,0,1,-3
"1809",1,-3,4,0
"1810",0,0,4,0
"1811",3,-1,3,-1
"1812",2,-2,3,-1
"1813",5,2,3,-1
"1814",2,-2,2,-2
"1815",2,-2,1,-3
"1816",5,2,1,-3
"1817",4,1,7,3
"1818",5,2,1,-3
"1819",3,-1,1,-3
"1820",5,2,4,0
"1821",3,-1,5,1
"1822",5,2,1,-3
"1823",2,-2,4,0
"1824",1,-3,5,1
"1825",0,0,6,2
"1826",4,1,2,-2
"1827",2,-2,4,0
"1828",3,-1,2,-2
"1829",4,1,2,-2
"1830",5,2,1,-3
"1831",1,-3,3,-1
"1832",5,2,2,-2
"1833",3,-1,2,-2
"1834",3,-1,2,-2
"1835",3,-1,3,-1
"1836",5,2,7,3
"1837",0,0,5,1
"1838",1,-3,7,3
"1839",2,-2,5,1
"1840",0,0,1,-3
"1841",5,2,1,-3
"1842",5,2,6,2
"1843",0,0,2,-2
"1844",1,-3,3,-1
"1845",3,-1,1,-3
"1846",5,2,3,-1
"1847",2,-2,3,-1
"1848",6,6,5,1
"1849",1,-3,3,-1
"1850",3,-1,3,-1
"1851",0,0,6,2
"1852",4,1,2,-2
"1853",3,-1,6,2
"1854",6,6,4,0
"1855",0,0,4,0
"1856",3,-1,6,2
"1857",1,-3,3,-1
"1858",3,-1,3,-1
"1859",1,-3,1,-3
"1860",4,1,5,1
"1861",5,2,4,0
"1862",3,-1,1,-3
"1863",2,-2,1,-3
"1864",3,-1,4,0
"1865",1,-3,5,1
"1866",5,2,1,-3
"1867",0,0,6,2
"1868",0,0,7,3
"1869",3,-1,2,-2
"1870",2,-2,3,-1
"1871",0,0,1,-3
"1872",2,-2,3,-1
"1873",5,2,1,-3
"1874",3,-1,2,-2
"1875",3,-1,7,3
"1876",3,-1,5,1
"1877",2,-2,2,-2
"1878",5,2,3,-1
"1879",3,-1,3,-1
"1880",2,-2,2,-2
"1881",0,0,2,-2
"1882",2,-2,7,3
"1883",0,0,6,2
"1884",1,-3,7,3
"1885",2,-2,1,-3
"1886",0,0,2,-2
"1887",5,2,2,-2
"1888",5,2,1,-3
"1889",0,0,3,-1
"1890",2,-2,1,-3
"1891",0,0,3,-1
"1892",2,-2,1,-3
"1893",1,-3,3,-1
"1894",2,-2,2,-2
"1895",3,-1,1,-3
"1896",4,1,4,0
"1897",2,-2,2,-2
"1898",3,-1,3,-1
"1899",2,-2,1,-3
"1900",1,-3,1,-3
"1901",3,-1,4,0
"1902",5,2,5,1
"1903",5,2,4,0
"1904",1,-3,3,-1
"1905",0,0,7,3
"1906",0,0,3,-1
"1907",5,2,5,1
"1908",3,-1,6,2
"1909",1,-3,3,-1
"1910",2,-2,1,-3
"1911",2,-2,3,-1
"1912",5,2,1,-3
"1913",0,0,5,1
"1914",3,-1,6,2
"1915",5,2,2,-2
"1916",2,-2,6,2
"1917",1,-3,4,0
"1918",4,1,1,-3
"1919",5,2,3,-1
"1920",3,-1,4,0
"1921",0,0,3,-1
"1922",0,0,1,-3
"1923",1,-3,2,-2
"1924",0,0,1,-3
"1925",0,0,5,1
"1926",0,0,3,-1
"1927",2,-2,7,3
"1928",1,-3,3,-1
"1929",3,-1,1,-3
"1930",3,-1,6,2
"1931",1,-3,2,-2
"1932",3,-1,3,-1
"1933",1,-3,2,-2
"1934",3,-1,4,0
"1935",0,0,6,2
"1936",2,-2,1,-3
"1937",2,-2,7,3
"1938",1,-3,4,0
"1939",0,0,7,3
"1940",6,6,7,3
"1941",0,0,4,0
"1942",6,6,1,-3
"1943",1,-3,3,-1
"1944",6,6,4,0
"1945",3,-1,6,2
"1946",0,0,2,-2
"1947",6,6,4,0
"1948",3,-1,7,3
"1949",2,-2,4,0
"1950",2,-2,6,2
"1951",2,-2,4,0
"1952",2,-2,1,-3
"1953",0,0,4,0
"1954",2,-2,2,-2
"1955",5,2,1,-3
"1956",3,-1,1,-3
"1957",1,-3,7,3
"1958",1,-3,4,0
"1959",0,0,1,-3
"1960",5,2,3,-1
"1961",2,-2,2,-2
"1962",1,-3,7,3
"1963",3,-1,1,-3
"1964",2,-2,5,1
"1965",4,1,2,-2
"1966",2,-2,5,1
"1967",3,-1,4,0
"1968",1,-3,3,-1
"1969",2,-2,6,2
"1970",0,0,1,-3
"1971",1,-3,2,-2
"1972",2,-2,3,-1
"1973",3,-1,2,-2
"1974",5,2,1,-3
"1975",5,2,1,-3
"1976",2,-2,2,-2
"1977",2,-2,3,-1
"1978",0,0,4,0
"1979",2,-2,4,0
"1980",0,0,1,-3
"1981",5,2,6,2
"1982",0,0,4,0
"1983",5,2,1,-3
"1984",6,6,7,3
"1985",2,-2,7,3
"1986",0,0,2,-2
"1987",5,2,7,3
"1988",6,6,1,-3
"1989",6,6,4,0
"1990",4,1,2,-2
"1991",4,1,7,3
"1992",3,-1,4,0
"1993",1,-3,4,0
"1994",5,2,5,1
"1995",3,-1,6,2
"1996",2,-2,5,1
"1997",3,-1,5,1
"1998",1,-3,5,1
"1999",3,-1,3,-1
"2000",1,-3,2,-2
"2001",1,-3,7,3
"2002",6,6,2,-2
"2003",2,-2,1,-3
"2004",3,-1,3,-1
"2005",3,-1,3,-1
"2006",3,-1,2,-2
"2007",3,-1,1,-3
"2008",0,0,4,0
"2009",4,1,2,-2
"2010",5,2,7,3
"2011",6,6,7,3
"2012",6,6,1,-3
"2013",3,-1,4,0
"2014",1,-3,3,-1
"2015",4,1,1,-3
"2016",5,2,7,3
"2017",2,-2,1,-3
"2018",3,-1,5,1
"2019",3,-1,1,-3
"2020",0,0,6,2
"2021",1,-3,1,-3
"2022",0,0,6,2
"2023",1,-3,3,-1
"2024",0,0,2,-2
"2025",5,2,7,3
"2026",5,2,7,3
"2027",1,-3,4,0
"2028",6,6,2,-2
"2029",1,-3,4,0
"2030",5,2,2,-2
"2031",6,6,7,3
"2032",0,0,6,2
"2033",4,1,3,-1
"2034",3,-1,7,3
"2035",5,2,7,3
"2036",0,0,2,-2
"2037",5,2,2,-2
"2038",0,0,4,0
"2039",3,-1,2,-2
"2040",1,-3,5,1
"2041",3,-1,3,-1
"2042",5,2,2,-2
"2043",4,1,2,-2
"2044",0,0,1,-3
"2045",3,-1,1,-3
"2046",0,0,3,-1
"2047",3,-1,1,-3
"2048",6,6,2,-2
"2049",1,-3,2,-2
"2050",2,-2,4,0
"2051",2,-2,4,0
"2052",3,-1,1,-3
"2053",2,-2,4,0
"2054",0,0,1,-3
"2055",1,-3,3,-1
"2056",2,-2,7,3
"2057",4,1,4,0
"2058",0,0,5,1
"2059",6,6,2,-2
"2060",4,1,3,-1
"2061",6,6,1,-3
"2062",5,2,1,-3
"2063",2,-2,7,3
"2064",4,1,3,-1
"2065",0,0,2,-2
"2066",3,-1,4,0
"2067",3,-1,4,0
"2068",2,-2,5,1
"2069",5,2,2,-2
"2070",3,-1,4,0
"2071",2,-2,2,-2
"2072",5,2,4,0
"2073",5,2,1,-3
"2074",0,0,4,0
"2075",0,0,6,2
"2076",1,-3,1,-3
"2077",0,0,7,3
"2078",0,0,3,-1
"2079",4,1,2,-2
"2080",2,-2,2,-2
"2081",5,2,2,-2
"2082",5,2,1,-3
"2083",2,-2,1,-3
"2084",5,2,3,-1
"2085",0,0,2,-2
"2086",0,0,4,0
"2087",3,-1,1,-3
"2088",4,1,7,3
"2089",2,-2,4,0
"2090",1,-3,1,-3
"2091",2,-2,5,1
"2092",5,2,6,2
"2093",3,-1,1,-3
"2094",2,-2,3,-1
"2095",5,2,1,-3
"2096",1,-3,4,0
"2097",3,-1,4,0
"2098",3,-1,7,3
"2099",3,-1,1,-3
"2100",0,0,4,0
"2101",1,-3,6,2
"2102",0,0,4,0
"2103",5,2,7,3
"2104",1,-3,3,-1
"2105",5,2,1,-3
"2106",3,-1,7,3
"2107",3,-1,1,-3
"2108",2,-2,4,0
"2109",1,-3,1,-3
"2110",2,-2,6,2
"2111",1,-3,2,-2
"2112",0,0,1,-3
"2113",1,-3,2,-2
"2114",3,-1,4,0
"2115",4,1,1,-3
"2116",1,-3,5,1
"2117",5,2,7,3
"2118",1,-3,2,-2
"2119",1,-3,7,3
"2120",0,0,7,3
"2121",1,-3,1,-3
"2122",1,-3,6,2
"2123",0,0,7,3
"2124",3,-1,1,-3
"2125",5,2,1,-3
"2126",0,0,3,-1
"2127",5,2,4,0
"2128",0,0,3,-1
"2129",1,-3,7,3
"2130",2,-2,6,2
"2131",3,-1,5,1
"2132",3,-1,7,3
"2133",5,2,3,-1
"2134",6,6,5,1
"2135",3,-1,3,-1
"2136",1,-3,2,-2
"2137",2,-2,3,-1
"2138",5,2,6,2
"2139",2,-2,2,-2
"2140",0,0,4,0
"2141",1,-3,5,1
"2142",2,-2,2,-2
"2143",1,-3,2,-2
"2144",0,0,4,0
"2145",3,-1,4,0
"2146",3,-1,3,-1
"2147",0,0,4,0
"2148",3,-1,2,-2
"2149",3,-1,7,3
"2150",0,0,4,0
"2151",3,-1,1,-3
"2152",1,-3,3,-1
"2153",2,-2,1,-3
"2154",2,-2,4,0
"2155",5,2,2,-2
"2156",2,-2,7,3
"2157",3,-1,1,-3
"2158",1,-3,1,-3
"2159",3,-1,4,0
"2160",0,0,7,3
"2161",5,2,2,-2
"2162",5,2,7,3
"2163",1,-3,3,-1
"2164",2,-2,1,-3
"2165",3,-1,4,0
"2166",0,0,4,0
"2167",0,0,2,-2
"2168",3,-1,1,-3
"2169",2,-2,7,3
"2170",1,-3,6,2
"2171",2,-2,2,-2
"2172",5,2,1,-3
"2173",4,1,1,-3
"2174",5,2,1,-3
"2175",1,-3,5,1
"2176",3,-1,1,-3
"2177",2,-2,2,-2
"2178",6,6,4,0
"2179",4,1,1,-3
"2180",1,-3,3,-1
"2181",4,1,4,0
"2182",1,-3,2,-2
"2183",6,6,2,-2
"2184",3,-1,6,2
"2185",2,-2,4,0
"2186",2,-2,6,2
"2187",2,-2,3,-1
"2188",0,0,1,-3
"2189",4,1,3,-1
"2190",1,-3,7,3
"2191",3,-1,4,0
"2192",4,1,5,1
"2193",5,2,7,3
"2194",6,6,1,-3
"2195",2,-2,4,0
"2196",3,-1,7,3
"2197",2,-2,5,1
"2198",5,2,5,1
"2199",3,-1,7,3
"2200",3,-1,4,0
"2201",1,-3,1,-3
"2202",5,2,4,0
"2203",2,-2,4,0
"2204",1,-3,2,-2
"2205",0,0,2,-2
"2206",3,-1,2,-2
"2207",6,6,3,-1
"2208",3,-1,6,2
"2209",4,1,4,0
