"","num_hrefs","num_imgs","data_channel_is_socmed","data_channel_is_tech","data_channel_is_world","kw_max_min","kw_avg_min","kw_avg_max","kw_min_avg","kw_max_avg","kw_avg_avg","self_reference_min_shares","self_reference_max_shares","self_reference_avg_sharess","weekday_is_saturday","LDA_00","LDA_02","LDA_03","global_subjectivity","rate_positive_words","popularity"
"149",3,12,0,0,0,712,218.166666667,432157.142857,0,4081.09090909,2581.73162224,7300,7300,7300,0,0.884509006317,0.0294032117733,0.028618145863,0.423128607504,0.787878787879,"2"
"150",20,11,0,1,0,346,117.8,449040,1810.21333333,3599.8693418,2753.08304571,1400,6800,4100,0,0.0401003059089,0.242966447617,0.0400001982522,0.4441455539,0.708333333333,"2"
"151",22,11,0,0,0,1300,484.5,90120,0,4061.16666667,2448.00680104,5200,5200,5200,0,0.0201777102726,0.0200016755971,0.0200425916325,0.569922669923,0.7,"3"
"152",27,11,0,0,0,862,401.714285714,25711.1111111,0,3962.84,2101.06498329,1300,3400,2350,0,0.430418931397,0.0222740778619,0.022383950236,0.488572230239,0.84126984127,"2"
"153",8,5,0,0,1,1200,244.285714286,252237.5,0,4574.47954173,2804.61267079,15200,15200,15200,0,0.0254495213735,0.401080209314,0.0251692739518,0.39623655914,0.8,"2"
"154",9,2,0,0,1,0,-1,366800,1593.23684211,3829.45424107,2704.88068318,561,4200,1316.16666667,0,0.0400001721448,0.836866470674,0.0400078232187,0.474675324675,0.818181818182,"2"
"155",4,1,0,0,1,688,175.125,226150,1738.41666667,3511.75723182,2334.7292557,1100,4800,2950,0,0.0251827262707,0.649311498178,0.025000140594,0.359553325462,0.555555555556,"1"
"156",10,1,0,0,1,1000,415.25,189837.5,1677.28571429,3434.93138435,2568.20316635,0,0,0,0,0.0250002488875,0.899998363776,0.0250000780699,0.508823232323,0.574074074074,"1"
"157",10,1,0,0,0,1300,317.954444444,403166.666667,1300,4873.74311927,2938.09929278,674,4800,2912.33333333,0,0.77038135913,0.0222784525263,0.0222226885612,0.527597402597,0.75,"1"
"158",4,1,0,0,1,932,329.5,269372,932,3588.79019432,2254.88640908,6300,6300,6300,0,0.0333337139982,0.866664152361,0.033333597089,0.393378226712,0.368421052632,"1"
"159",21,7,0,0,1,1400,319.142857143,188342.857143,1400,6896.29822097,3178.58527219,817,55600,26862.8461538,0,0.0285724711911,0.512729262849,0.399488950343,0.434710003258,0.66,"2"
"160",13,10,0,0,0,2500,650.25,20444.4444444,0,3905.75,2458.25631214,1700,1700,1700,0,0.022261985417,0.143958346368,0.626700209309,0.41145021645,0.766666666667,"2"
"161",3,21,0,0,0,616,277.4,311100,1741,8649.97979798,4474.44261345,801,1800,1300.5,0,0.0200016824314,0.0200825002254,0.919844736249,0.679220779221,0.857142857143,"1"
"162",21,1,0,0,0,1100,282,370040,3214.96330831,5225.31325301,3957.08513682,1600,15200,6112.5,1,0.839999896544,0.0400000240869,0.0400000129856,0.489009629826,0.818181818182,"2"
"163",1,1,0,0,0,97,38.25,292960,0,3818.61785849,2823.58065114,791,791,791,0,0.0400089439587,0.0400051888422,0.361993524623,0.37334280303,0.913043478261,"1"
"164",7,0,0,0,0,736,215,227357.142857,0,4306.94029851,2619.51482551,1600,1600,1600,0,0.0285724342573,0.0286183904913,0.0286199436084,0.36875,0.333333333333,"2"
"165",12,8,0,1,0,851,424.4,88210,2154.28205128,3953.09602649,2826.41451046,1000,3600,2533.33333333,0,0.0201067095884,0.0200063255649,0.0200851189649,0.510286231182,0.782608695652,"3"
"166",11,2,0,0,0,51,24,287100,2590.29891839,3587.93877379,3147.47326849,1200,2300,1750,0,0.0500000346273,0.0500004955796,0.0501810299399,0.446794871795,0.666666666667,"1"
"167",22,21,0,0,0,911,274.2,233680,2802.75,8251.87311178,4986.06162512,4800,6300,5550,0,0.11999661009,0.0200002139444,0.818990422439,0.640972222222,0.692307692308,"2"
"168",28,4,0,1,0,899,243.833333333,219183.333333,2128.11242604,3574.73877268,2785.11487813,2100,9000,5000,0,0.033333953498,0.0333339878893,0.0333334515663,0.49109822717,0.727272727273,"2"
"169",6,1,0,1,0,483,166.8,144816.666667,0,3215.94599607,2443.64134874,0,0,0,0,0.0334005092246,0.369362134189,0.0333350223949,0.490263347763,0.818181818182,"1"
"170",3,13,0,1,0,919,410.625,102160,0,5459.52521008,2689.42162602,0,0,0,0,0.0202099318982,0.0200158413132,0.0200343544426,0.523536904088,0.69387755102,"2"
"171",13,1,0,1,0,1100,261.75,135740,0,4203.34782609,2482.46132584,0,0,0,0,0.221066651423,0.0200596602267,0.0200024014927,0.463130252101,0.782608695652,"2"
"172",5,1,0,0,0,176,57.75,484325,2068.63387978,5250.58544653,3367.9957899,9100,10900,10000,0,0.0500033463034,0.0501480543918,0.797534965541,0.498935786436,0.642857142857,"1"
"173",8,1,0,0,0,603,226.6,182670,2604.60877773,5310.66666667,3717.48598971,2300,4100,3200,0,0.210348760503,0.020013765248,0.130950079371,0.513768262987,0.684210526316,"3"
"174",23,10,0,0,0,471,213.428571429,320057.142857,3520.83461538,8086.175,5014.45827564,1500,1500,1500,0,0.0290431959422,0.028572163276,0.459080695376,0.572188401876,0.72,"2"
"175",7,1,0,1,0,1100,162.559,334750,2259.00995025,5198.89722299,3234.68947506,5600,5600,5600,0,0.35353250156,0.0207302543812,0.0201178686169,0.4260783859,0.704545454545,"2"
"176",2,1,0,0,0,346,159.318,323520,1547.046875,3656.92307692,2875.13600625,839,839,839,0,0.264996288081,0.244365084618,0.040000206118,0.508922558923,0.85,"1"
"177",4,11,1,0,0,1100,338.25,380375,1200,5092.74662162,3341.23530911,1800,19300,10550,0,0.0527964525321,0.050420132403,0.796775169238,0.395138325216,0.5,"3"
"178",10,6,0,1,0,789,201.333333333,280766.666667,1683.63636364,4100.03030303,2915.50081991,2400,2400,2400,0,0.197579055855,0.0333341782214,0.0334890895453,0.404563492063,0.571428571429,"3"
"179",4,13,0,0,0,97,15.3333333333,487333.333333,2479.1768024,5792.38487718,4006.48241244,1600,2000,1800,0,0.0333346354549,0.199768300953,0.698797965702,0.505439184471,0.826086956522,"1"
"180",12,1,0,1,0,2100,572.125,172311.111111,0,4460.88723404,2893.08617572,1800,4500,3150,0,0.14192634765,0.0222257780952,0.0222230522509,0.548691675297,0.789473684211,"2"
"181",2,1,0,0,0,358,254,188237.5,0,3367.5320558,1395.62749613,861,861,861,0,0.409874820526,0.515106421122,0.0250055361329,0.409619666048,0.653846153846,"1"
"182",13,1,0,0,0,395,49.47125,584812.5,3213.97249771,7165.0975969,5100.44182709,956,956,956,0,0.41528542483,0.0250004151653,0.384848210079,0.433666333666,0.806451612903,"2"
"183",2,0,0,0,0,109,22.036,361571.428571,0,7649.56274336,3474.75527921,57200,57200,57200,0,0.885478202154,0.0286102488887,0.0285899850505,0.415277777778,0.357142857143,"3"
"184",5,3,0,0,0,452,112.25,329420,0,3413.50951414,2105.73783481,937,1700,1245.66666667,0,0.839956430178,0.0400319241805,0.0400012649432,0.401790633609,0.611111111111,"1"
"185",9,0,0,0,0,593,363.625,322175,1892.72727273,4852.5188216,3420.16359607,0,0,0,0,0.0250625477439,0.407072799675,0.51772433003,0.424582027168,0.68,"3"
"186",34,17,0,1,0,523,175.5,231462.5,3019.16261682,6413,4057.57225117,4700,18400,10166.6666667,1,0.0261343551926,0.0251296358018,0.435290870003,0.456141614161,0.689655172414,"3"
"187",8,9,0,0,0,2000,629.4,258060,1200,4015.01237432,2809.00909883,379,15800,8089.5,0,0.0400066369112,0.0400031439136,0.0426328400475,0.474591836735,0.838709677419,"2"
"188",6,0,0,0,1,11000,1550.875,127544.444444,0,11000,3387.69781439,1100,1100,1100,0,0.0222643782619,0.357082203825,0.0222318302242,0.396503496503,0.85,"2"
"189",2,7,0,0,0,1500,329.111111111,156290,0,5033.68950749,2641.09039609,2200,2200,2200,0,0.175741158743,0.132120466898,0.0204212989048,0.453180325422,0.666666666667,"2"
"190",6,12,0,0,0,211,92.918,365620,2749.2928545,3822.06144698,3385.97450037,863,4000,2440.75,0,0.486643363868,0.0400637809913,0.0400277745472,0.459551948052,0.818181818182,"1"
"191",8,16,0,1,0,806,201.5,230301.9,719,3417.64515278,2396.4526308,1100,17200,4980,0,0.0200009576372,0.0200006097923,0.020000427045,0.482020354144,0.734848484848,"3"
"192",10,1,0,1,0,765,197.5,314873.4,534,4096.81818182,3013.35162722,1300,19700,5666.66666667,0,0.0200200421277,0.0200057826271,0.0200002215225,0.461407293272,0.752688172043,"2"
"193",4,0,0,0,0,800,232.6475,551350,3342.67630206,59695.4615385,11421.719432,7700,690400,349050,0,0.772967240062,0.0250228874326,0.151699708703,0.447988505747,0.913043478261,"3"
"194",11,1,0,0,1,1400,349.25,266600,2160.73784168,5085.71428571,3279.58311555,0,0,0,0,0.29989373263,0.55009776644,0.0500008182574,0.444446268018,0.776119402985,"1"
"195",15,8,1,0,0,650,170.75,173055.555556,0,4035.27052239,2541.79982268,2700,2700,2700,0,0.292741036277,0.14017334152,0.022305382056,0.458916170635,0.84,"2"
"196",4,1,1,0,0,358,197,243800,3259.74558479,3757.87298899,3531.70351451,8500,8500,8500,0,0.0534414706377,0.0506619408447,0.795842303453,0.541609977324,0.631578947368,"2"
"197",6,1,0,0,0,832,284.875,232087.5,1177.93333333,3291.14498961,2414.67954851,990,2800,1895,0,0.594673047566,0.14710915791,0.02500086228,0.537803030303,0.913043478261,"2"
"198",4,1,0,0,0,388,124.265,315814.285714,0,3580.40170598,1901.85209789,1500,1500,1500,0,0.457063186464,0.314628713144,0.028572153992,0.306304112554,0.882352941176,"1"
"199",6,2,0,1,0,410,81.2,314842.857143,0,3417.40423681,1959.67534371,3000,3000,3000,0,0.0285967645706,0.457709261573,0.0285758487686,0.427507215007,0.75,"2"
"200",30,1,0,0,0,657,144,356883.333333,1921.14285714,3998.3356539,3329.93122715,1200,3100,2150,0,0.0361272306087,0.0337121328329,0.033945257072,0.44262341371,0.731707317073,"2"
"201",15,1,0,0,1,342,104.555555556,120933.333333,1258.4,3292.38713785,2282.84354087,0,0,0,0,0.0222225445241,0.800250651877,0.0222223702453,0.447315416065,0.727272727273,"1"
"202",6,1,0,1,0,1200,375.142857143,139087.5,0,3411.82857143,2190.54152539,5000,5000,5000,1,0.154511749671,0.0250061069401,0.0250003063956,0.516867243867,0.714285714286,"3"
"203",2,1,0,0,1,428,266.4,405080,2215.88630491,4268.1659751,3406.84249833,1300,1300,1300,0,0.149387358062,0.730506990781,0.0400874071143,0.461532738095,0.529411764706,"2"
"204",3,25,0,0,0,715,128.166666667,261785.833333,715,7223.06351706,3998.19949376,3200,3200,3200,0,0.0333344656363,0.0333339746138,0.865736753988,0.390187220187,0.395833333333,"1"
"205",5,9,0,1,0,1200,550.571428571,125377.777778,0,3358.67728861,2150.58466777,724,724,724,0,0.237311977747,0.0222272947153,0.0222273116985,0.534356499356,0.778947368421,"2"
"206",2,6,0,0,1,2500,654.8,167471.428571,0,7015.29577465,2744.67445885,1100,1100,1100,0,0.0285764999996,0.171937255285,0.547532358358,0.368219897387,0.769230769231,"1"
"207",7,1,0,0,1,1100,263,275466.666667,1599.85964912,3448.33773871,2540.36233534,742,4500,2347.33333333,0,0.0343574970304,0.699592799727,0.033334435671,0.38137973138,0.7,"3"
"208",5,0,0,0,0,924,459,27090,0,4827.57894737,2474.2882673,718,2000,1075,0,0.0200596206657,0.0200151742716,0.0204887956338,0.459775359775,0.826086956522,"3"
"209",2,1,0,0,1,60,19.3333333333,320520,0,3575.74328243,1598.20273512,0,0,0,0,0.0400058793623,0.839979383746,0.040004562175,0.407025613276,0.588235294118,"1"
"210",3,8,0,0,0,45,10.5,260383.333333,0,3576.3782977,2055.17621285,10100,10100,10100,0,0.0333395057558,0.210391345361,0.0336482949553,0.422522522523,0.857142857143,"2"
"211",18,4,1,0,0,587,177.25,368122.222222,0,5969.75,3927.1128505,6000,6000,6000,0,0.134532143617,0.0223184387692,0.798689214697,0.588654594964,0.699115044248,"3"
"212",25,1,0,0,1,1100,216,205357.142857,2091.72173058,3306.68077403,2646.9348274,404,4500,1725.5,0,0.0285716801616,0.885711670063,0.0285714785949,0.454982433026,0.61797752809,"2"
"213",29,1,0,0,1,1200,317.833333333,181166.666667,1855.82692308,3478.0553366,2629.44958247,5300,5300,5300,1,0.203528802949,0.696467242694,0.0333338865402,0.392283950617,0.642857142857,"1"
"214",5,1,0,0,0,455,315.6,350966.666667,0,6049.66239316,2814.61828275,1300,1800,1533.33333333,0,0.864719080444,0.0333701145965,0.0352251409434,0.291666666667,1,"1"
"215",2,0,0,0,0,3400,906.1475,556875,3305.64374634,4732.9738806,3757.62832091,2500,2500,2500,0,0.799997041149,0.0500004862105,0.0500007910614,0.59,0.8,"1"
"216",4,0,0,0,0,332,187,148166.666667,0,4651.87837838,2347.15391749,26400,26400,26400,0,0.0343607133973,0.356456013649,0.0335701710703,0.459615384615,0.8,"4"
"217",27,9,0,0,0,611,248.125,279237.5,2350.09090909,14839,5821.82218746,29600,72100,50850,0,0.0258386443435,0.0252637756359,0.560971883718,0.513571428571,0.538461538462,"3"
"218",10,1,1,0,0,515,301.5,204980,0,5705.42424242,3121.50854433,0,0,0,0,0.0401546432734,0.0400907498652,0.0400294999767,0.547715885186,0.835820895522,"2"
"219",0,15,0,0,1,1000,254.166666667,178483.333333,1900.875,3488.82342913,2634.6621581,0,0,0,0,0.0333377327568,0.746201342855,0.0333361277841,0,0,"1"
"220",3,1,0,0,0,97,38.25,292960,0,5031.75471698,3138.34760796,1500,1500,1500,0,0.0400008855722,0.0400003304904,0.0403995018132,0.537842130987,0.58,"1"
"221",5,1,0,0,0,1700,663.571428571,110514.285714,1966.66666667,3690.2,2906.01620515,35800,35800,35800,0,0.0286462056836,0.0288850338923,0.0296934274212,0.440277777778,0.5625,"3"
"222",9,0,0,0,0,1900,590.666666667,111212.5,0,7008,2929.79240499,1100,1300,1200,0,0.0250521955279,0.0250120719944,0.0252626569511,0.405454545455,1,"2"
"223",7,1,0,1,0,4600,789.57375,321122.222222,0,5581.41953345,2754.7700132,1200,1900,1666.66666667,0,0.245017294753,0.0223328323686,0.0222234008693,0.458373205742,1,"2"
"224",1,7,0,0,0,343,280,34066.6666667,0,2729.35862069,1755.98907831,2500,2500,2500,0,0.0677569097807,0.0666694681292,0.0669400686533,0.420029461279,0.730769230769,"2"
"225",5,4,0,0,1,60,20,278900,0,3532.77583002,1923.30685317,0,0,0,0,0.0333364953114,0.866654974033,0.0333352529983,0.339808802309,0.590909090909,"1"
"226",2,2,0,0,0,1100,375.125,178712.5,1100,7311.75,3730.53201028,4100,4100,4100,0,0.294712976892,0.0250193372693,0.0250671782222,0.408914141414,0.818181818182,"3"
"227",7,18,0,0,0,875,315.418,302210,1057.5,6262.5,4036.96080419,3100,3700,3400,0,0.303108662542,0.0205403121544,0.636256551732,0.443622269204,0.576923076923,"4"
"228",6,2,0,1,0,608,109.875,464725,2453.47520558,4580.19587629,3364.76698459,10100,10100,10100,0,0.0252562084426,0.157920694817,0.0250002549047,0.316456228956,0.777777777778,"1"
"229",7,0,0,1,0,468,180,128800,0,3262.2205751,2095.67153918,3600,8200,5900,0,0.0250040917502,0.18460894401,0.025002940023,0.504095441595,1,"1"
"230",15,2,0,0,1,696,279.222222222,149233.333333,1294.625,4138.987061,2366.60728106,2500,3800,3150,0,0.0222237651401,0.673951423915,0.0222226227531,0.443104740788,0.848484848485,"2"
"231",16,10,0,0,0,1400,363.4,512980,1500,5306.86805829,3576.22105242,1100,1900,1500,0,0.0404714309508,0.0401269178703,0.839327654097,0.685897435897,0.846153846154,"2"
"232",2,1,0,0,0,1200,335.25,200137.5,1200,4332.31980519,2691.16663561,987,1200,1093.5,0,0.0250005564105,0.0250002713835,0.0250962568007,0.502291666667,0.75,"1"
"233",19,13,0,0,0,505,196,296920,3352.13004952,4899.36245211,4022.64609758,8300,19000,13650,0,0.0400001733591,0.0400597035509,0.839907574529,0.455555555556,0.882352941176,"1"
"234",6,0,0,0,0,503,334.25,269550,1105.31578947,3648.36614173,2917.44115296,618,3100,1859,0,0.757265428092,0.166809054408,0.02505023263,0.388888888889,1,"1"
"235",5,1,1,0,0,616,215,180828.571429,0,5757.78166278,3040.32631424,1800,6600,4533.33333333,0,0.0292498428079,0.386698583397,0.526900793198,0.5825,1,"2"
"236",6,0,0,1,0,1600,403.285714286,189214.285714,1865.72275335,3306.22727273,2738.50742783,1300,6800,4050,0,0.0286220911812,0.0285786596571,0.0285718090388,0.343928668929,0.642857142857,"1"
"237",7,1,0,0,0,627,325.75,373150,3243.40384615,4272.96811594,3576.71628718,1400,8500,3425,0,0.459728555285,0.0500243492181,0.0500068226208,0.474636610002,0.724137931034,"1"
"238",1,1,0,0,0,931,304.625,186843.875,706.75,4188.5,2823.77764129,560,560,560,0,0.0250022763564,0.0251879437024,0.532391043501,0.419696969697,0.785714285714,"1"
"239",6,0,0,1,0,1500,499.625,32570,0,4428.57142857,2403.36361397,5200,5600,5400,0,0.0201707256049,0.0201096644546,0.161998361279,0.430747126437,0.72,"1"
"240",5,5,0,0,0,473,171.333333333,209785.714286,0,3863.47303066,2328.57493709,0,0,0,0,0.0285763206726,0.0285742795638,0.19561236875,0.503787878788,0.820512820513,"3"
"241",10,1,0,1,0,2100,388.5,123510,1299.14285714,3486.54535274,2629.13970253,1200,5200,3200,0,0.020170117099,0.119240921741,0.0200008491578,0.516944528901,0.65,"3"
"242",4,1,0,0,0,549,194,211350,2149.17768595,3429.61538462,2923.46913722,1500,1500,1500,0,0.0500034735506,0.0501487174659,0.797616394521,0.512761904762,0.363636363636,"1"
"243",5,0,0,0,0,11300,2260.33333333,415616.666667,3314.45709828,11300,5899.77481108,1800,22800,12300,0,0.0333335430622,0.0334530120968,0.86653301012,0.58037037037,0.5,"2"
"244",11,1,0,0,0,891,231.559,209750,1136.57894737,6878.47368421,2984.91706586,913,2700,1670.57142857,0,0.182516535828,0.0200298714462,0.0200246394533,0.481108352432,0.636363636364,"3"
"245",4,1,0,0,1,902,462.6,151949.857143,0,4042.25,1907.74475975,0,0,0,0,0.361673611775,0.030258180523,0.0288778857864,0.569480519481,0.894736842105,"2"
"246",10,1,0,1,0,1200,282.166666667,127462.5,0,5066.66666667,2809.40012266,0,0,0,0,0.025009235325,0.377474097862,0.0250061422772,0.510177446316,0.681818181818,"1"
"247",4,1,1,0,0,616,345.6,185100,0,4904.26979472,2540.16437179,1900,1900,1900,0,0.692839988962,0.206997794835,0.0333865310576,0.59696969697,0.933333333333,"2"
"248",14,8,0,0,0,1200,483.2,272900,2433.33333333,4740.05569307,3816.18136625,1000,1000,1000,0,0.0400047285239,0.0400101942767,0.839841010771,0.559108946609,0.933333333333,"3"
"249",7,0,1,0,0,1600,565.666666667,154588.888889,2615.20183104,6375,3589.25992093,923,1100,1011.5,0,0.247643201986,0.289980410224,0.16886865672,0.559581105169,0.857142857143,"2"
"250",12,1,1,0,0,518,375.2,23412.5,0,3763.16753927,1856.18108031,1400,1800,1600,0,0.775330048246,0.0250344711488,0.0250552073503,0.388001336898,0.811320754717,"4"
"251",7,1,0,0,0,576,141,251264.833333,582.5,5757.19909502,3034.49554442,1300,1300,1300,0,0.0334135480295,0.0333351666768,0.559163071859,0.48783768315,0.585365853659,"1"
"252",3,0,0,1,0,801,269.666666667,276750,1601.3,7080.10344828,3352.509004,13900,13900,13900,0,0.0333338144911,0.0333340279086,0.0333336391697,0.443489583333,0.636363636364,"2"
"253",8,7,0,1,0,3800,642.428571429,192828.571429,1865.746,3800,2837.81054615,0,0,0,0,0.0289523603235,0.0285787694035,0.0285719070497,0.372472428365,0.692307692308,"1"
"254",11,10,0,1,0,469,103.111111111,348700,1085.60869565,3540.91253644,2738.98679696,3200,3200,3200,0,0.0222277034589,0.0222254984075,0.0222232623953,0.500408802309,0.573529411765,"2"
"255",23,11,0,0,0,515,149,148555.555556,0,3288.27654512,2048.26048344,785,22100,11442.5,0,0.116823990404,0.022242642226,0.289862832364,0.512427625461,0.618556701031,"2"
"256",39,1,1,0,0,18800,4240.6,235950,0,18800,6763.66015211,539,41200,10187.8,0,0.0333351109375,0.351541033072,0.377313102962,0.390458603896,0.672727272727,"2"
"257",2,1,0,0,0,701,381,22087.5,0,2755.92810458,1465.86743861,0,0,0,0,0.158827321592,0.025001000169,0.025580948672,0.33114973262,0.933333333333,"3"
"258",4,0,0,1,0,1800,596.9,26120,1697,4331.62222222,2589.49227321,0,0,0,0,0.0200741274085,0.0200099721829,0.020003988711,0.544604205318,0.666666666667,"1"
"259",1,1,0,0,1,762,212,259475,2199.71004287,3573.51949245,2786.00311735,3000,3000,3000,0,0.05000147673,0.799994793571,0.0500000402673,0.55,1,"2"
"260",12,1,0,0,0,380,140.5,376537.5,2629.17985612,7154.28468654,4183.97603159,10000,10000,10000,0,0.025707283537,0.0251356785336,0.899039945837,0.533996495568,0.621848739496,"2"
"261",7,17,0,0,0,1400,299.714285714,301371.428571,3216.71621622,33833.3333333,9043.57512171,42500,42500,42500,0,0.0287204831061,0.02857231147,0.885556034385,0.540231092437,0.28125,"1"
"262",41,1,1,0,0,410,125.285714286,208171.428571,2793.71630616,4626.8649789,4012.46367276,4200,4200,4200,1,0.720269235312,0.0286938240381,0.193440322356,0.464573799217,0.84126984127,"2"
"263",10,0,0,0,0,480,110.597142857,291700,0,7308.78072,3448.28573164,608,2300,1182,0,0.296054402878,0.343807996404,0.0256060374711,0.455424710425,0.730769230769,"2"
"264",6,1,0,0,1,1400,446.285714286,151857.142857,2079.14312886,3395.25732919,2631.84138069,105,1700,935,0,0.456978146848,0.457277550283,0.0285717602077,0.388573232323,0.428571428571,"1"
"265",9,1,0,0,1,840,240.666666667,165183.333333,1866.18181818,3263.84744101,2431.10641275,0,0,0,0,0.0333337268182,0.866603455889,0.0333939701651,0.483392331478,0.724137931034,"1"
"266",4,1,0,0,1,606,162.25,267650,2231.49976111,3744.84615385,3016.50287583,18200,18200,18200,0,0.0500008997219,0.799995102652,0.0500001222336,0.398888888889,0.5,"1"
"267",8,1,0,0,0,810,350.5,182800,1516.32142857,3314.42627945,2470.99662035,1100,1200,1150,0,0.0500031191599,0.0501376006194,0.0506589459707,0.321684303351,0.533333333333,"2"
"268",6,1,0,0,0,215,94,394600,0,3287.69324957,1959.22766953,2700,2700,2700,0,0.799444336386,0.0505518857684,0.0500010992339,0.207692307692,0.714285714286,"1"
"269",8,26,0,0,0,839,258.5,246680.444444,0,4288.5941255,2832.04020142,1200,36600,18900,0,0.336780010229,0.0223028144452,0.206438942128,0.491666666667,0.777777777778,"2"
